0.000000	0.000002
0.500000	0.000007

1.500000	0.000003
2.000000	0.000008

3.000000	0.000002
3.500000	0.000025

4.500000	0.000001
5.000000	0.000148

6.000000	0.000005
6.500000	0.000185

